Cation_SMILES,Anion_SMILES,IL_SMILES,LOG10(MP)(K),MP(K),Molar mass(g/mol)
C1CC[NH2+]C1,O=C([O-])C(F)(F)F,C1CC[NH2+]C1.O=C([O-])C(F)(F)F,2.420203374,263.15,185.145
CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,2.421850615,264.15,260.237
CC[NH+]1C=CN=C1C,O=S(=O)([O-])C(F)(F)F,CC[NH+]1C=CN=C1C.O=S(=O)([O-])C(F)(F)F,2.485934264,306.15,260.237
CCCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F,CCCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,2.499893186,316.15,469.501
O=C(O)[C@@H]1CCC[NH2+]1,O=[N+]([O-])[O-],O=C(O)[C@@H]1CCC[NH2+]1.O=[N+]([O-])[O-],2.523941465,334.15,178.144
CCCCn1c[n+](CCC(F)(F)F)cn1,[Cl-],CCCCn1c[n+](CCC(F)(F)F)cn1.[Cl-],2.577664105,378.15,257.687
COCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,COCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,2.401658972,252.15,313.985
CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,2.43798825,274.15,297.986
O=C1CCCCCN1,O=[N+]([O-])[O-],O=C1CCCCCN1.O=[N+]([O-])[O-],2.502631928,318.15,175.164
CCn1cc[n+](C)c1,F[B-](F)(F)F,CCn1cc[n+](C)c1.F[B-](F)(F)F,2.587879264,387.15,197.972
CCCC[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,2.406795573,255.15,313.463
C#CC[N+](C)(C)C,O=C(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C#CC[N+](C)(C)C.O=C(NS(=O)(=O)C(F)(F)F)C(F)(F)F,2.502631928,318.15,343.269
CCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC,F[B-](F)(F)F,CCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC.F[B-](F)(F)F,2.505353506,320.15,429.46
CCCCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,2.50940416,323.15,428.561
CC[NH+]1C=CN=C1,[Cl-],CC[NH+]1C=CN=C1.[Cl-],2.520024759,331.15,132.594
Cn1cc[nH+]c1,[Br-],Cn1cc[nH+]c1.[Br-],2.538007878,345.15,163.018
O=C(O)[C@@H]1CCC[NH2+]1,O=[N+]([O-])[O-],O=C(O)[C@@H]1CCC[NH2+]1.O=[N+]([O-])[O-],2.54051717,347.15,178.144
CCCCN(C)C(N(C)C)=[N+](C)C,O=[N+]([O-])[O-],CCCCN(C)C(N(C)C)=[N+](C)C.O=[N+]([O-])[O-],2.54051717,347.15,248.327
CCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[nH+]cc2)c(F)c1CCCCCCCCCC,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[nH+]cc2)c(F)c1CCCCCCCCCC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,2.564843533,367.15,866.049
CC[C@H](C)CC=CC(C)(C)n1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CC[C@H](C)CC=CC(C)(C)n1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.605466664,403.15,366.33
c1nc[nH+][nH]1,O=C([O-])C1([N+](=O)[O-])N=NN=N1,c1nc[nH+][nH]1.O=C([O-])C1([N+](=O)[O-])N=NN=N1,2.612942716,410.15,228.128
CC[P+](C)(CC)CC,[Br-],CC[P+](C)(CC)CC.[Br-],2.568377754,370.15,213.099
Cn1cnc[nH+]1,O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],Cn1cnc[nH+]1.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],2.574204951,375.15,241.167
CCCCn1cc[n+](C)c1C,F[B-](F)(F)F,CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,2.398200507,250.15,240.053
CCCCCCCn1cc[n+](C)c1,[Br-],CCCCCCCn1cc[n+](C)c1.[Br-],2.447390627,280.15,261.207
CC1=NC=C[NH+]1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CC1=NC=C[NH+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.459618624,288.15,477.302
CCCCN(C)C(N(C)C)=[N+](C)C,O=[N+]([O-])[O-],CCCCN(C)C(N(C)C)=[N+](C)C.O=[N+]([O-])[O-],2.518711302,330.15,248.327
CCCn1cc[n+](C)c1,[Br-],CCCn1cc[n+](C)c1.[Br-],2.522639818,333.15,205.099
CCCCCn1cc[n+](C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCn1cc[n+](C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.550411819,355.15,1016.461
CCCCCCCCn1cc[n+](C)c1,[Cl-],CCCCCCCCn1cc[n+](C)c1.[Cl-],2.281374302,191.15,230.783
CCn1cc[n+](C)c1,N#CC(=C=[N-])C#N,CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N,2.418549862,262.15,201.233
CCn1cc[n+](C)c1,CCCC[B-](F)(F)F,CCn1cc[n+](C)c1.CCCC[B-](F)(F)F,2.421850615,264.15,236.09
C[n+]1ccn(CCO)c1,F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCO)c1.F[P-](F)(F)(F)(F)F,2.471511737,296.15,272.129
CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,2.494363339,312.15,254.08
CCCC[N+]1(C)CCCC1,F[As-](F)(F)(F)(F)F,CCCC[N+]1(C)CCCC1.F[As-](F)(F)(F)(F)F,2.530391821,339.15,331.176
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=P([O-])(O)O,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=P([O-])(O)O,2.560086048,363.15,465.7
C[C@@H](c1ccccc1)[N+](C)(C)CC(=O)c1ccccc1,[Br-],C[C@@H](c1ccccc1)[N+](C)(C)CC(=O)c1ccccc1.[Br-],2.602222821,400.15,348.284
CCn1cc[n+](C)c1,F[B-](F)(F)F,CCn1cc[n+](C)c1.F[B-](F)(F)F,2.45659375,286.15,197.972
CCCCn1c[n+](CCC(F)(F)F)cn1,F[P-](F)(F)(F)(F)F,CCCCn1c[n+](CCC(F)(F)F)cn1.F[P-](F)(F)(F)(F)F,2.554064955,358.15,367.196
CC(C)C[C@H]([NH3+])C(=O)O,O=[N+]([O-])[O-],CC(C)C[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],2.577664105,378.15,194.187
CCCCN1C=CN(CCCC(F)(F)F)C1=C1[N+](CCCC)=CC=[N+]1CCCC(F)(F)F,F[B-](F)(F)F,CCCCN1C=CN(CCCC(F)(F)F)C1=C1[N+](CCCC)=CC=[N+]1CCCC(F)(F)F.F[B-](F)(F)F,2.593452219,392.15,555.334
CC1=[NH+]N(N)NN1C,[I],CC1=[NH+]N(N)NN1C.[I],2.598954567,397.15,243.052
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc(Cl)c2)cn1C,[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc(Cl)c2)cn1C.[Br-],2.631595948,428.15,413.743
C[n+]1ccn(Cc2ccccc2)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)F,2.477338348,300.15,322.308
Nn1cn[nH+]c1,O=C([O-])C1([N+](=O)[O-])N=NN=N1,Nn1cn[nH+]c1.O=C([O-])C1([N+](=O)[O-])N=NN=N1,2.574204951,375.15,243.143
CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,2.288137395,194.15,282.134
CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F,CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,2.518711302,330.15,441.447
CC[N+](CC)(CC)CC,F[P-](F)(F)(F)(F)F,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,2.535484003,343.15,275.217
CCCOc1cccc(C(=O)Cn2cc[n+](C)c2)c1,[Br-],CCCOc1cccc(C(=O)Cn2cc[n+](C)c2)c1.[Br-],2.554064955,358.15,339.233
CC=C(C)[C@@H](C)[n+]1ccccc1,[Br-],CC=C(C)[C@@H](C)[n+]1ccccc1.[Br-],2.616107757,413.15,242.16
CC[n+]1ccccc1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CC[n+]1ccccc1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,2.413551213,259.15,419.29
CCCCN(C)C(N(C)C)=[N+](C)C,[O-][Cl+3]([O-])([O-])[O-],CCCCN(C)C(N(C)C)=[N+](C)C.[O-][Cl+3]([O-])([O-])[O-],2.445837632,279.15,285.772
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,COC(=S)[S-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.COC(=S)[S-],2.307816827,203.15,591.049
COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)F,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)F,2.380482591,240.15,305.018
CCCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F,CCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,2.401658972,252.15,262.006
CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.455073376,285.15,284.184
CCC[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1,CCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,2.455073376,285.15,299.436
CC[NH3+],O=[N+]([O-])[O-],CC[NH3+].O=[N+]([O-])[O-],2.495752416,313.15,108.097
CCn1cc[n+](C)c1,F[B-](F)(F)F,CCn1cc[n+](C)c1.F[B-](F)(F)F,2.502631928,318.15,197.972
C[SH+](C)(C)C,O=C(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C[SH+](C)(C)C.O=C(NS(=O)(=O)C(F)(F)F)C(F)(F)F,2.592343335,391.15,338.315
CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.307816827,203.15,340.292
CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F,CCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,2.403377932,253.15,247.979
CCCCCCCCCCCCCC[n+]1ccn(CCCCn2cc[n+](CCCCCCCCCCCCCC)c2)c1,[Br-],CCCCCCCCCCCCCC[n+]1ccn(CCCCn2cc[n+](CCCCCCCCCCCCCC)c2)c1.[Br-],2.520024759,331.15,664.926
CCC[N+](C)(CC)CCC,F[B-](F)(F)F,CCC[N+](C)(CC)CCC.F[B-](F)(F)F,2.616107757,413.15,231.086
Cc1[nH]c(C)c(C)[nH+]1,[Cl-],Cc1[nH]c(C)c(C)[nH+]1.[Cl-],2.669456353,467.15,146.621
CC[N+](CC)(CC)CC,F[P-](F)(F)(F)(F)F,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,2.582233864,382.15,275.217
CC[C@H](C)CC=CC(C)(C)n1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,CC[C@H](C)CC=CC(C)(C)n1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,2.477338348,300.15,370.437
CCCCCCCCCCCCCCCCn1cc[n+](C)c1,[Br-],CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],2.498517311,315.15,387.45
C[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1,C[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,2.58899959,388.15,271.382
CCn1cc[nH+]c1,O=[N+]([O-])[O-],CCn1cc[nH+]c1.O=[N+]([O-])[O-],2.535484003,343.15,159.145
CC(C)C[C@H]([NH3+])C(=O)O,O=[N+]([O-])[O-],CC(C)C[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],2.5417664,348.15,194.187
CN1C=CN(C)C1=C1[N+](C)=CC=[N+]1C,F[B-](F)(F)F,CN1C=CN(C)C1=C1[N+](C)=CC=[N+]1C.F[B-](F)(F)F,2.563659038,366.15,279.07
C1=C[C@H]([n+]2ccccc2)CCC1,[Br-],C1=C[C@H]([n+]2ccccc2)CCC1.[Br-],2.636638319,433.15,240.144
O=C(O)[C@@H]1CCC[NH2+]1,F[B-](F)(F)F,O=C(O)[C@@H]1CCC[NH2+]1.F[B-](F)(F)F,2.406795573,255.15,202.944
CCCCCn1cc[n+](C)c1,O=C([O-])C(F)(F)F,CCCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,2.421850615,264.15,266.263
O=C1CCCN1,O=[N+]([O-])[O-],O=C1CCCN1.O=[N+]([O-])[O-],2.448938088,281.15,147.11
Cn1cnc(N=[N+]=[N-])[nH+]1,[O-][Cl+3]([O-])([O-])[O-],Cn1cnc(N=[N+]=[N-])[nH+]1.[O-][Cl+3]([O-])([O-])[O-],2.516072409,328.15,224.564
CC[N+](C)(C)C,O=C(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)C.O=C(NS(=O)(=O)C(F)(F)F)C(F)(F)F,2.582233864,382.15,333.274
CC1(C)CC(N)CC(C)(C)[NH2+]1,CC(=O)[O-],CC1(C)CC(N)CC(C)(C)[NH2+]1.CC(=O)[O-],2.628542183,425.15,216.325
Cc1[nH+]ccn1C,[Br-],Cc1[nH+]ccn1C.[Br-],2.657199319,454.15,177.045
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc([N+](=O)[O-])c2)cn1C,[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc([N+](=O)[O-])c2)cn1C.[Br-],2.657199319,454.15,424.295
COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)F,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)F,2.448938088,281.15,255.011
CCCC[N+](C)(CC)CC,F[B-](F)(F)F,CCCC[N+](C)(CC)CC.F[B-](F)(F)F,2.450480055,282.15,231.086
CCCC[N+](CCCC)(CCCC)CCCC,CS(=O)(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC.CS(=O)(=O)[O-],2.560086048,363.15,337.57
CCCC[NH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[NH+](CCCC)CCCC.F[B-](F)(F)F,2.255634266,180.15,273.167
CC[NH+](CC)CC,O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,CC[NH+](CC)CC.O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,2.441145048,276.15,433.363
Cn1cnc(N=[N+]=[N-])[nH+]1,O=[N+]([O-])[O-],Cn1cnc(N=[N+]=[N-])[nH+]1.O=[N+]([O-])[O-],2.530391821,339.15,187.119
CC[N+](CC)(CC)CC,F[B-](F)(F)F,CC[N+](CC)(CC)CC.F[B-](F)(F)F,2.538007878,345.15,217.059
COC(=O)/C=C/c1ccc(OCCC[n+]2ccn(C)c2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COC(=O)/C=C/c1ccc(OCCC[n+]2ccn(C)c2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.552850654,357.15,581.513
CCCCN(C)C(N(C)C)=[N+](C)C,O=[N+]([O-])[O-],CCCCN(C)C(N(C)C)=[N+](C)C.O=[N+]([O-])[O-],2.447390627,280.15,248.327
C[NH+]1C=CN=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+]1C=CN=C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.450480055,282.15,363.261
CCCCCC[P+](CCCC)(CCCCCC)CCCCCC,[Br-],CCCCCC[P+](CCCC)(CCCCCC)CCCCCC.[Br-],2.481657573,303.15,423.504
C[n+]1ccn(CC(F)(F)F)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CC(F)(F)F)c1.O=S(=O)([O-])C(F)(F)F,2.502631928,318.15,314.207
CCCCCCCCCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.551632949,356.15,452.508
FC(F)(F)CC[n+]1ccc(-c2cc[n+](CCC(F)(F)F)cc2)cc1,O=S(=O)([O-])C(F)(F)F,FC(F)(F)CC[n+]1ccc(-c2cc[n+](CCC(F)(F)F)cc2)cc1.O=S(=O)([O-])C(F)(F)F,2.575361066,376.15,499.375
CCCCn1cc[n+](C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCn1cc[n+](C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.576514112,377.15,1002.434
C[N+](C)(C)CCCS(=O)(=O)O,COS(=O)(=O)[O-],C[N+](C)(C)CCCS(=O)(=O)O.COS(=O)(=O)[O-],2.41689003,261.15,293.363
CCC[N+]1(C)CCCCC1,O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCCC1.O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,2.429994384,269.15,473.428
CCCCCC[C@@H](C)Cc1cccc[n+]1CCCCCC,[Br-],CCCCCC[C@@H](C)Cc1cccc[n+]1CCCCCC.[Br-],2.505353506,320.15,370.419
CCCCN(C)C(N(C)C)=[N+](C)C,O=[N+]([O-])[O-],CCCCN(C)C(N(C)C)=[N+](C)C.O=[N+]([O-])[O-],2.538007878,345.15,248.327
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccccc2)cn1C,[Br-],CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccccc2)cn1C.[Br-],2.601136134,399.15,379.298
C[n+]1nn(Cc2ccccc2)c2ccccc21,Cc1ccc(S(=O)(=O)[O-])cc1,C[n+]1nn(Cc2ccccc2)c2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,2.619249899,416.15,395.484
CCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC,F[B-](F)(F)F,CCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC.F[B-](F)(F)F,2.654320962,451.15,429.46
CCCCn1cc[n+](C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCn1cc[n+](C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.265171723,184.15,1002.434
COC(=O)C([NH3+])C(C)O,O=[N+]([O-])[O-],COC(=O)C([NH3+])C(C)O.O=[N+]([O-])[O-],2.41689003,261.15,196.159
COCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,COCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,2.477338348,300.15,290.263
Cn1cc[n+](C)c1,[Br-],Cn1cc[n+](C)c1.[Br-],2.60004672,398.15,177.045
CN(C)c1ccc(C(=O)C[n+]2ccn(Oc3ccccc3)c2)cc1,[Cl-],CN(C)c1ccc(C(=O)C[n+]2ccn(Oc3ccccc3)c2)cc1.[Cl-],2.617157666,414.15,357.841
C=C[n+]1ccn(CCCC)c1,[Cl-],C=C[n+]1ccn(CCCC)c1.[Cl-],2.647529666,444.15,186.686
CCCCn1cc[n+](C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCn1cc[n+](C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.429994384,269.15,1002.434
CC(C)n1cc[n+](C)c1,[I],CC(C)n1cc[n+](C)c1.[I],2.461123197,289.15,252.099
CC[NH+]1C=CN=C1,O=[N+]([O-])[O-],CC[NH+]1C=CN=C1.O=[N+]([O-])[O-],2.483087821,304.15,159.145
CCn1cc[n+](C)c1,F[B-](F)(F)F,CCn1cc[n+](C)c1.F[B-](F)(F)F,2.527823164,337.15,197.972
CCCCn1c[n+](CCC(F)(F)F)cn1,F[P-](F)(F)(F)(F)F,CCCCn1c[n+](CCC(F)(F)F)cn1.F[P-](F)(F)(F)(F)F,2.5417664,348.15,367.196
CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,F[B-](F)(F)F,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.F[B-](F)(F)F,2.258038338,181.15,441.491
CCn1cc[n+](C)c1,O=S([O-])C(F)(F)F,CCn1cc[n+](C)c1.O=S([O-])C(F)(F)F,2.421850615,264.15,244.238
CC[N+](CC)(CC)CC,CCCCCOS(=O)(=O)[O-],CC[N+](CC)(CC)CC.CCCCCOS(=O)(=O)[O-],2.444279064,278.15,297.461
CCCCCCCCCCCOCn1cc[n+](COCCCC)c1,F[B-](F)(F)F,CCCCCCCCCCCOCn1cc[n+](COCCCC)c1.F[B-](F)(F)F,2.470042788,295.15,426.348
CCCCCCCCn1cc[n+](C)c1C,[I],CCCCCCCCn1cc[n+](C)c1C.[I],2.516072409,328.15,336.261
CC(N(C)C)N(C)C,CC(=O)[O-],CC(N(C)C)N(C)C.CC(=O)[O-],2.550411819,355.15,175.252
CN1C=CN(C)C1=C1[N+](C)=CC=[N+]1C,F[P-](F)(F)(F)(F)F,CN1C=CN(C)C1=C1[N+](C)=CC=[N+]1C.F[P-](F)(F)(F)(F)F,2.591231611,390.15,337.228
CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.433209609,271.15,284.184
C=CCn1cc[n+](C)c1,[N]N=[N-],C=CCn1cc[n+](C)c1.[N]N=[N-],2.465605891,292.15,165.2
CCCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.48735052,307.15,368.346
CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,2.535484003,343.15,357.285
CCn1cc[n+](C)c1,[Cl-],CCn1cc[n+](C)c1.[Cl-],2.546727693,352.15,146.621
CCCCCCCCCCCCC[n+]1ccc(-c2cc[nH+]cc2)c(F)c1CCCCCCCC,O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCCC[n+]1ccc(-c2cc[nH+]cc2)c(F)c1CCCCCCCC.O=S(=O)([O-])C(F)(F)F,2.576514112,377.15,619.83
Nn1cn[nH+]c1,O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,Nn1cn[nH+]c1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,2.612942716,410.15,286.164
CCCCn1cc[n+](C)c1,c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCCCn1cc[n+](C)c1.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,2.628542183,425.15,458.458
CC[n+]1ccn(CC(=O)c2ccc(Br)cc2)c1,[Cl-],CC[n+]1ccn(CC(=O)c2ccc(Br)cc2)c1.[Cl-],2.673159195,471.15,329.625
CC[n+]1ccn([C@@H](C)CO)c1,[Br-],CC[n+]1ccn([C@@H](C)CO)c1.[Br-],2.445837632,279.15,235.125
CCCCn1c[n+](CCC(F)(F)F)cn1,F[P-](F)(F)(F)(F)F,CCCCn1c[n+](CCC(F)(F)F)cn1.F[P-](F)(F)(F)(F)F,2.545492673,351.15,367.196
CCCCn1n[n+](CC)c2ccccc21,F[P-](F)(F)(F)(F)F,CCCCn1n[n+](CC)c2ccccc21.F[P-](F)(F)(F)(F)F,2.57304575,374.15,349.259
CN(C)CCCCCCN(C)C,CC(=O)[O-],CN(C)CCCCCCN(C)C.CC(=O)[O-],2.318376415,208.15,231.36
CC(C)C[C@H]([NH3+])C(=O)O,O=[N+]([O-])[O-],CC(C)C[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],2.40849436,256.15,194.187
CCC[N+](C)(C)CC,F[B-](F)(F)F,CCC[N+](C)(C)CC.F[B-](F)(F)F,2.413551213,259.15,203.032
CC(C)C[C@H]([NH3+])C(=O)O,O=[N+]([O-])[O-],CC(C)C[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],2.41689003,261.15,194.187
CC[N+](C)(CC)CCOC,F[B-](F)(F)F,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,2.450480055,282.15,233.058
CC[N+](CC)(CC)CC,O=C(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](CC)(CC)CC.O=C(NS(=O)(=O)C(F)(F)F)C(F)(F)F,2.467089899,293.15,375.355
CCCCn1n[n+](C)c2ccccc21,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCn1n[n+](C)c2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,2.59455828,393.15,361.467
OCCc1c[n+](Cc2ccccc2)cn1Cc1ccccc1,[Br-],OCCc1c[n+](Cc2ccccc2)cn1Cc1ccccc1.[Br-],2.610819801,408.15,373.294
