Cation_SMILES,Anion_SMILES,IL_SMILES,Pressure(bar),Temperature(K),LOG10(VISCOSITY)(mPa.s),Molar mass(g/mol)
C(C)[N+]1=CC(=CC=C1)C,FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,C(C)[N+]1=CC(=CC=C1)C.FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,1,328,1.67,421.281
C(C)[N+]1=CC(=CC=C1)C,FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,C(C)[N+]1=CC(=CC=C1)C.FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,1,333,1.58,421.281
C(C)[N+]1=CC(=CC=C1)C,FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,C(C)[N+]1=CC(=CC=C1)C.FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,1,338,1.51,421.281
C(C)[N+]1=CC(=CC=C1)C,FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,C(C)[N+]1=CC(=CC=C1)C.FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,1,343,1.44,421.281
C(C)[N+]1=CC(=CC=C1)C,FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,C(C)[N+]1=CC(=CC=C1)C.FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,1,348,1.37,421.281
C(C)[N+]1=CC(=CC=C1)C,FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,C(C)[N+]1=CC(=CC=C1)C.FC(C(C(C(F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])F,1,353,1.3,421.281
C(C)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.59,402.338
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,278,3.21,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,283,3.01,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,288,2.83,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,293,2.66,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,298,2.51,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,303,2.37,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,308,2.24,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,313,2.12,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,318,2.02,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,323,1.91,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,328,1.82,371.506
C(C)[P+](CCCCCCCCCC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](CCCCCCCCCC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,333,1.73,371.506
C(C)[P+](COCCOC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](COCCOC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,278,2.49,319.342
C(C)[P+](COCCOC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](COCCOC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,283,2.33,319.342
C(C)[P+](COCCOC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](COCCOC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,288,2.19,319.342
C(C)[P+](COCCOC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](COCCOC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,293,2.06,319.342
C(C)[P+](COCCOC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](COCCOC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,298,1.94,319.342
C(C)[P+](COCCOC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](COCCOC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,303,1.84,319.342
C(C)[P+](COCCOC)(CC)CC,[N+](=O)([O-])C=1C=N[N-]C1,C(C)[P+](COCCOC)(CC)CC.[N+](=O)([O-])C=1C=N[N-]C1,1,308,1.74,319.342
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,278,2.75,333.369
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,283,2.58,333.369
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,288,2.42,333.369
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,293,2.28,333.369
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,298,2.15,333.369
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,303,2.03,333.369
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,308,1.92,333.369
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,313,1.81,333.369
C(C)[P+](COCCOC)(CC)CC,CC=1[N-]C(=CN1)[N+](=O)[O-],C(C)[P+](COCCOC)(CC)CC.CC=1[N-]C(=CN1)[N+](=O)[O-],1,318,1.72,333.369
C(C)[P+](COCCOC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](COCCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,278,1.92,487.421
C(C)[P+](COCCOC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](COCCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,283,1.81,487.421
C(C)[P+](COCCOC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](COCCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,288,1.71,487.421
C(C)[P+](COCCOC)(CC)CC,N1N=N[C-]=C1,C(C)[P+](COCCOC)(CC)CC.N1N=N[C-]=C1,1,278,2.41,275.333
C(C)[P+](COCCOC)(CC)CC,N1N=N[C-]=C1,C(C)[P+](COCCOC)(CC)CC.N1N=N[C-]=C1,1,283,2.27,275.333
C(C)[P+](COCCOC)(CC)CC,N1N=N[C-]=C1,C(C)[P+](COCCOC)(CC)CC.N1N=N[C-]=C1,1,288,2.14,275.333
C(C)[P+](COCCOC)(CC)CC,N1N=N[C-]=C1,C(C)[P+](COCCOC)(CC)CC.N1N=N[C-]=C1,1,293,2.02,275.333
C(C)[P+](COCCOC)(CC)CC,N1N=N[C-]=C1,C(C)[P+](COCCOC)(CC)CC.N1N=N[C-]=C1,1,298,1.9,275.333
C(C)[P+](COCCOC)(CC)CC,N1N=N[C-]=C1,C(C)[P+](COCCOC)(CC)CC.N1N=N[C-]=C1,1,303,1.81,275.333
C(C)[P+](COCCOC)(CC)CC,N1N=N[C-]=C1,C(C)[P+](COCCOC)(CC)CC.N1N=N[C-]=C1,1,308,1.71,275.333
C(C)OC(C)[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(F)(=O)=O,C(C)OC(C)[N+]1=CN(C=C1)C.FS(=O)(=O)[N-]S(F)(=O)=O,1,298,1.45,335.354
C(C)OC(C)[N+]1=CN(C=C1)CC,FS(=O)(=O)[N-]S(F)(=O)=O,C(C)OC(C)[N+]1=CN(C=C1)CC.FS(=O)(=O)[N-]S(F)(=O)=O,1,298,1.39,349.381
C(C)OC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,1.83,418.337
C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OC[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,1.84,421.341
C(C)OCC[N+]1(CCCC1)C,C(#N)[N-]C#N,C(C)OCC[N+]1(CCCC1)C.C(#N)[N-]C#N,1,296,2.68,224.308
C(C)OCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1(CCCC1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,296,1.78,438.412
C(C)OCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1(CCCC1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,278,2.15,438.412
C(C)OCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1(CCCC1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,1.82,438.412
C(C)OCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1(CCCC1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,308,1.55,438.412
C(C)OCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1(CCCC1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,323,1.33,438.412
C(C)OCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1(CCCC1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,338,1.15,438.412
C(C)OCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1(CCCC1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,353,0.99,438.412
C(C)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,1.82,432.364
C(C)OCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)OCC[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,0.75,435.368
C(C)SC(=[NH+]C)NC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]C)NC.C(C)OS(=O)(=O)[O-],1,298,2.53,258.365
C(C)SC(=[NH+]C)NC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]C)NC.C(C)OS(=O)(=O)[O-],1,308,2.22,258.365
C(C)SC(=[NH+]C)NC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]C)NC.C(C)OS(=O)(=O)[O-],1,318,1.98,258.365
C(C)SC(=[NH+]C)NC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]C)NC.C(C)OS(=O)(=O)[O-],1,328,1.76,258.365
C(C)SC(=[NH+]C)NC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]C)NC.C(C)OS(=O)(=O)[O-],1,338,1.58,258.365
C(C)SC(=[NH+]C)NC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]C)NC.C(C)OS(=O)(=O)[O-],1,348,1.41,258.365
C(C)SC(=[NH+]CC)NCC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]CC)NCC.C(C)OS(=O)(=O)[O-],1,298,2.3,286.419
C(C)SC(=[NH+]CC)NCC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]CC)NCC.C(C)OS(=O)(=O)[O-],1,308,2.07,286.419
C(C)SC(=[NH+]CC)NCC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]CC)NCC.C(C)OS(=O)(=O)[O-],1,318,1.86,286.419
C(C)SC(=[NH+]CC)NCC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]CC)NCC.C(C)OS(=O)(=O)[O-],1,328,1.7,286.419
C(C)SC(=[NH+]CC)NCC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]CC)NCC.C(C)OS(=O)(=O)[O-],1,338,1.56,286.419
C(C)SC(=[NH+]CC)NCC,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH+]CC)NCC.C(C)OS(=O)(=O)[O-],1,348,1.41,286.419
C(C)SC(=[NH+]CC)NCC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)SC(=[NH+]CC)NCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.77,441.441
C(C)SC(=[NH+]CC)NCC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)SC(=[NH+]CC)NCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,308,1.6,441.441
C(C)SC(=[NH+]CC)NCC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)SC(=[NH+]CC)NCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,318,1.43,441.441
C(C)SC(=[NH2+])N,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH2+])N.C(C)OS(=O)(=O)[O-],1,298,3.36,230.311
C(C)SC(=[NH2+])N,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH2+])N.C(C)OS(=O)(=O)[O-],1,308,3.04,230.311
C(C)SC(=[NH2+])N,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH2+])N.C(C)OS(=O)(=O)[O-],1,318,2.76,230.311
C(C)SC(=[NH2+])N,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH2+])N.C(C)OS(=O)(=O)[O-],1,328,2.49,230.311
C(C)SC(=[NH2+])N,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH2+])N.C(C)OS(=O)(=O)[O-],1,338,2.27,230.311
C(C)SC(=[NH2+])N,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH2+])N.C(C)OS(=O)(=O)[O-],1,348,2.08,230.311
C(C)SC(=[NH2+])N,C(C)OS(=O)(=O)[O-],C(C)SC(=[NH2+])N.C(C)OS(=O)(=O)[O-],1,358,1.91,230.311
C(CC)OC(=O)OCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)OC(=O)OCC[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,2.61,493.404
C(CC)OC(=O)OCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)OC(=O)OCC[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,313,2.19,493.404
C(CC)OC(=O)OCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)OC(=O)OCC[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,333,1.76,493.404
C(CC=C)[N+]1=CN(C=C1)C,C(#N)[N-]C#N,C(CC=C)[N+]1=CN(C=C1)C.C(#N)[N-]C#N,1,298,1.43,203.249
C(CCC)[N+](C)(C)C1CCCCC1,[O-]C(=O)COC,C(CCC)[N+](C)(C)C1CCCCC1.[O-]C(=O)COC,1,298,1.76,273.417
C(CCC)[N+](C)(C)C1CCCCC1,[O-]C(=O)COC,C(CCC)[N+](C)(C)C1CCCCC1.[O-]C(=O)COC,1,373,0.2,273.417
C(CCC)[N+](C)(C)C1CCCCC1,[O-]C(=O)COCC,C(CCC)[N+](C)(C)C1CCCCC1.[O-]C(=O)COCC,1,373,0.43,287.444
C(CCC)[N+](C)(C)C1CCCCC1,C(=O)[O-],C(CCC)[N+](C)(C)C1CCCCC1.C(=O)[O-],1,373,1.75,229.364
C(CCC)[N+](C)(C)C1CCCCC1,C(C)(=O)[O-],C(CCC)[N+](C)(C)C1CCCCC1.C(C)(=O)[O-],1,298,1.82,243.391
C(CCC)[N+](C)(C)C1CCCCC1,C(C)(=O)[O-],C(CCC)[N+](C)(C)C1CCCCC1.C(C)(=O)[O-],1,373,0.48,243.391
C(CCC)[N+](C)(C)C1CCCCC1,COCCOCCOCC(=O)[O-],C(CCC)[N+](C)(C)C1CCCCC1.COCCOCCOCC(=O)[O-],1,298,1.54,361.523
C(CCC)[N+]=1C=NN(C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]=1C=NN(C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,2.39,420.357
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,288,2.93,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,291,2.84,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,293,2.75,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,296,2.67,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,298,2.59,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,301,2.52,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,303,2.44,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,306,2.37,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,308,2.3,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,311,2.24,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,313,2.18,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,316,2.12,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,318,2.06,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,321,2,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,323,1.95,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,326,1.9,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,328,1.85,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,331,1.8,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,333,1.75,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,336,1.71,237.049
C(CCC)[N+]1=C(C=CC=C1)C,F[B-](F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.F[B-](F)(F)F,1,338,1.66,237.049
C(CCC)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,2.16,430.392
C(CCC)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.98,430.392
C(CCC)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,303,1.86,430.392
C(CCC)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,308,1.76,430.392
C(CCC)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,313,1.66,430.392
C(CCC)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,318,1.57,430.392
C(CCC)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=C(C=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,323,1.47,430.392
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,295,1.71,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,298,1.64,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,303,1.54,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,308,1.45,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,313,1.37,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,323,1.21,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,333,1.09,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,343,0.98,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,353,0.88,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[CH2-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[CH2-]C#N,1,363,0.78,190.29
C(CCC)[N+]1=CC(=CC=C1)C,[S-]C#N,C(CCC)[N+]1=CC(=CC=C1)C.[S-]C#N,1,298,1.93,208.33
C(CCC)[N+]1=CC(=CC=C1)C,C(#N)[B-](C#N)(C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.C(#N)[B-](C#N)(C#N)C#N,1,296,1.71,265.129
C(CCC)[N+]1=CC(=CC=C1)C,C(#N)[B-](C#N)(C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.C(#N)[B-](C#N)(C#N)C#N,1,298,1.65,265.129
C(CCC)[N+]1=CC(=CC=C1)C,C(#N)[B-](C#N)(C#N)C#N,C(CCC)[N+]1=CC(=CC=C1)C.C(#N)[B-](C#N)(C#N)C#N,1,301,1.6,265.129
