Cation_SMILES,Anion_SMILES,IL_SMILES,MP(K),LOG10(MP)(K),Molar mass(g/mol)
Cn1cc[nH+]c1,O=C([O-])C(F)(F)F,Cn1cc[nH+]c1.O=C([O-])C(F)(F)F,324.15,2.511,196.128
Cn1cc[nH+]c1,CC(=O)[O-],Cn1cc[nH+]c1.CC(=O)[O-],250.15,2.398,142.158
CCn1cc[nH+]c1,[Cl-],CCn1cc[nH+]c1.[Cl-],331.15,2.52,132.594
CCn1cc[nH+]c1,[Br-],CCn1cc[nH+]c1.[Br-],333.15,2.523,177.045
CCn1cc[nH+]c1,[O-][Cl+3]([O-])([O-])[O-],CCn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],294.15,2.469,196.59
CCn1cc[nH+]c1,O=[N+]([O-])[O-],CCn1cc[nH+]c1.O=[N+]([O-])[O-],304.15,2.483,159.145
CCn1cc[nH+]c1,O=S(=O)([O-])C(F)(F)F,CCn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,281.15,2.449,246.21
Cn1cc[n+](C)c1,[Cl-],Cn1cc[n+](C)c1.[Cl-],398.15,2.6,132.594
Cn1cc[n+](C)c1,F[B-](F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)F,376.15,2.575,183.945
Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,295.15,2.47,377.288
Cn1cc[n+](C)c1,O=C([O-])C(F)(F)F,Cn1cc[n+](C)c1.O=C([O-])C(F)(F)F,325.15,2.512,210.155
Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,288.15,2.46,233.952
Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,300.15,2.477,283.959
Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,284.15,2.454,333.966
Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,289.15,2.461,383.973
Cc1[nH+]ccn1C,[Cl-],Cc1[nH+]ccn1C.[Cl-],454.15,2.657,132.594
Cc1[nH+]ccn1C,[Br-],Cc1[nH+]ccn1C.[Br-],449.15,2.652,177.045
Cc1[nH+]ccn1C,[O-][Cl+3]([O-])([O-])[O-],Cc1[nH+]ccn1C.[O-][Cl+3]([O-])([O-])[O-],337.15,2.528,196.59
Cc1[nH+]ccn1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,295.15,2.47,377.288
Cc1[nH+]ccn1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,288.15,2.46,477.302
Cc1[nH+]ccn1C,O=[N+]([O-])[O-],Cc1[nH+]ccn1C.O=[N+]([O-])[O-],357.15,2.553,159.145
Cc1[nH+]ccn1C,O=S(=O)([O-])C(F)(F)F,Cc1[nH+]ccn1C.O=S(=O)([O-])C(F)(F)F,392.15,2.593,246.21
Cc1[nH+]ccn1C,F[P-](F)(F)(F)(F)F,Cc1[nH+]ccn1C.F[P-](F)(F)(F)(F)F,388.15,2.589,242.103
CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],353.15,2.548,146.621
CC[n+]1ccn(C)c1,[I-],CC[n+]1ccn(C)c1.[I-],352.15,2.547,238.072
CC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,253.15,2.403,247.979
CC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,274.15,2.438,297.986
CC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,281.15,2.449,347.993
CC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,269.15,2.43,398
CC[n+]1ccn(C)c1,CCC[B-](F)(F)F,CC[n+]1ccn(C)c1.CCC[B-](F)(F)F,259.15,2.414,222.063
CC[n+]1ccn(C)c1,CCCC[B-](F)(F)F,CC[n+]1ccn(C)c1.CCCC[B-](F)(F)F,264.15,2.422,236.09
CC[n+]1ccn(C)c1,CCCCC[B-](F)(F)F,CC[n+]1ccn(C)c1.CCCCC[B-](F)(F)F,289.15,2.461,250.117
CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,257.15,2.41,391.315
CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,272.15,2.435,491.329
CC[n+]1ccn(C)c1,N#C[N-]C#N,CC[n+]1ccn(C)c1.N#C[N-]C#N,252.15,2.402,177.211
CC[n+]1ccn(C)c1,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,276.15,2.441,355.26
CC[n+]1ccn(C)c1,O=N[O-],CC[n+]1ccn(C)c1.O=N[O-],328.15,2.516,157.173
CC[n+]1ccn(C)c1,O=[N+]([O-])[O-],CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],311.15,2.493,173.172
CC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,260.15,2.415,291.301
CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,301.15,2.479,410.258
CC[n+]1ccn(C)c1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CC[n+]1ccn(C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,257.15,2.41,422.294
CC[n+]1ccn(C)c1,COS(=O)(=O)[O-],CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],278.15,2.444,222.266
CC[n+]1ccn(C)c1,O=S(=O)([O-])OC(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([O-])OC(F)(F)C(F)(F)F,208.15,2.318,326.243
CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,236.15,2.373,556.172
CC[n+]1ccn(C)c1,O=C([O-])C(F)(F)F,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,259.15,2.414,224.182
CC[n+]1ccn(C)c1,CC(=O)[O-],CC[n+]1ccn(C)c1.CC(=O)[O-],228.15,2.358,170.212
CC[n+]1ccn(C)c1,O=C([O-])c1ccccc1C(=O)O,CC[n+]1ccn(C)c1.O=C([O-])c1ccccc1C(=O)O,226.15,2.354,276.292
CC[n+]1ccn(C)c1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,312.15,2.494,522.389
CC[n+]1ccn(C)c1,N#C[C-](C#N)C#N,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,263.15,2.42,201.233
CC[n+]1ccn(C)c1,Cl[Al-](Cl)(Cl)Cl,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,282.15,2.45,279.962
CC[n+]1ccn(C)c1,N#C[S-],CC[n+]1ccn(C)c1.N#C[S-],267.15,2.427,169.253
CCn1cc[nH+]c1C,[Cl-],CCn1cc[nH+]c1C.[Cl-],451.15,2.654,146.621
CCn1cc[nH+]c1C,[Br-],CCn1cc[nH+]c1C.[Br-],417.15,2.62,191.072
CCn1cc[nH+]c1C,[O-][Cl+3]([O-])([O-])[O-],CCn1cc[nH+]c1C.[O-][Cl+3]([O-])([O-])[O-],280.15,2.447,210.617
CCn1cc[nH+]c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCn1cc[nH+]c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,254.15,2.405,491.329
CCn1cc[nH+]c1C,O=[N+]([O-])[O-],CCn1cc[nH+]c1C.O=[N+]([O-])[O-],348.15,2.542,173.172
CCn1cc[nH+]c1C,O=S(=O)([O-])C(F)(F)F,CCn1cc[nH+]c1C.O=S(=O)([O-])C(F)(F)F,306.15,2.486,260.237
Cn1cc[n+](CC(F)(F)F)c1,O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](CC(F)(F)F)c1.O=S(=O)([O-])C(F)(F)F,318.15,2.503,314.207
CCn1cc[n+](CC)c1,O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,296.15,2.472,274.264
CCC[n+]1ccn(C)c1,[Cl-],CCC[n+]1ccn(C)c1.[Cl-],333.15,2.523,160.648
CCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,256.15,2.408,211.999
CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,252.15,2.402,262.006
CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,231.15,2.364,312.013
CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,268.15,2.428,362.02
CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,261.15,2.417,412.027
CCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,307.15,2.487,424.285
CCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,2.496,270.157
CC(C)[n+]1ccn(C)c1,[I-],CC(C)[n+]1ccn(C)c1.[I-],387.15,2.588,252.099
CC(C)[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.15,2.461,405.342
CC(C)[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,302.15,2.48,705.384
CC(C)[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CC(C)[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,375.15,2.574,270.157
COCC[n+]1ccn(C)c1,[Cl-],COCC[n+]1ccn(C)c1.[Cl-],340.15,2.532,176.647
COCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,COCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,275.15,2.44,278.005
COCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,COCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,264.15,2.422,328.012
COCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,COCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,300.15,2.477,290.263
COCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,COCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,299.15,2.476,286.156
CCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,377.15,2.577,1002.434
CCCC[n+]1ccn(C)c1,C[Si](C)(CCC(F)(F)F)c1ccc([B-](c2ccc([Si](C)(C)CCC(F)(F)F)cc2)(c2ccc([Si](C)(C)CCC(F)(F)F)cc2)c2ccc([Si](C)(C)CCC(F)(F)F)cc2)cc1,CCCC[n+]1ccn(C)c1.C[Si](C)(CCC(F)(F)F)c1ccc([B-](c2ccc([Si](C)(C)CCC(F)(F)F)cc2)(c2ccc([Si](C)(C)CCC(F)(F)F)cc2)c2ccc([Si](C)(C)CCC(F)(F)F)cc2)cc1,377.15,2.577,1075.286
CCCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,231.15,2.364,326.04
CCCC[n+]1ccn(C)c1,CC(CC#N)[B-](F)(F)F,CCCC[n+]1ccn(C)c1.CC(CC#N)[B-](F)(F)F,188.15,2.275,275.127
CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,264.15,2.422,419.369
CCCC[n+]1ccn(C)c1,N#C[N-]C#N,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,267.15,2.427,205.265
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,289.15,2.461,288.291
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,293.15,2.467,438.312
CCCC[n+]1ccn(C)c1,CCCCCOS(=O)(=O)[O-],CCCC[n+]1ccn(C)c1.CCCCCOS(=O)(=O)[O-],256.15,2.408,306.428
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,258.15,2.412,396.378
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,212.15,2.327,450.348
CCCC[n+]1ccn(C)c1,CC(=O)[O-],CCCC[n+]1ccn(C)c1.CC(=O)[O-],253.15,2.403,198.266
CCCC[n+]1ccn(C)c1,Cl[Al-](Cl)(Cl)Cl,CCCC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,263.15,2.42,308.016
CCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,355.15,2.55,1016.461
CCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,264.15,2.422,433.396
CCCCC[n+]1ccn(C)c1,O=C1[N-]S(=O)(=O)c2ccccc21,CCCCC[n+]1ccn(C)c1.O=C1[N-]S(=O)(=O)c2ccccc21,337.15,2.528,335.429
CCCC[n+]1ccn(CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.15,2.423,433.396
CCCC[n+]1ccn(CC)c1,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,275.15,2.44,302.318
CCCC[n+]1ccn(CC)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,294.15,2.469,452.339
CCCC[n+]1ccn(CC)c1,O=C([O-])C(F)(F)F,CCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,233.15,2.368,266.263
CCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCC[n+]1ccn(C)c1.[Cl-],198.15,2.297,202.729
CCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,355.15,2.55,1030.488
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,263.15,2.42,354.094
CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,266.15,2.425,447.423
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,302.15,2.48,316.345
CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,223.15,2.349,612.28
Cn1cc[n+](CC(=O)c2ccccc2)c1,[Br-],Cn1cc[n+](CC(=O)c2ccccc2)c1.[Br-],322.15,2.508,281.153
CCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,342.15,2.534,1044.515
CCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,280.15,2.447,461.45
CCCCn1cc[n+](CCCC)c1,[Cl-],CCCCn1cc[n+](CCCC)c1.[Cl-],328.15,2.516,216.756
Cn1cc[n+](Cc2ccccc2)c1,[Br-],Cn1cc[n+](Cc2ccccc2)c1.[Br-],399.15,2.601,253.143
Cn1cc[n+](Cc2ccccc2)c1,O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)F,300.15,2.477,322.308
Cn1cc[n+](Cc2ccccc2)c1,F[P-](F)(F)(F)(F)F,Cn1cc[n+](Cc2ccccc2)c1.F[P-](F)(F)(F)(F)F,403.15,2.605,318.201
COc1ccc(-[n+]2ccn(C)c2)cc1,O=S(=O)([O-])C(F)(F)F,COc1ccc(-[n+]2ccn(C)c2)cc1.O=S(=O)([O-])C(F)(F)F,318.15,2.503,338.307
CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,348.15,2.542,1058.542
CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,233.15,2.368,340.292
Cn1cc[n+](CCc2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,310.15,2.492,467.413
Cn1cc[n+](CCc2ccccc2)c1,F[P-](F)(F)(F)(F)F,Cn1cc[n+](CCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,376.15,2.575,332.228
CCCCCCCOC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCOC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,311.15,2.493,356.291
CCCCOC[n+]1ccn(COCCC)c1,F[P-](F)(F)(F)(F)F,CCCCOC[n+]1ccn(COCCC)c1.F[P-](F)(F)(F)(F)F,321.15,2.507,372.29
CCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,287.15,2.458,354.319
CCCCCCCC[n+]1ccn(CC)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCCCC[n+]1ccn(CC)c1.Cc1ccc(S(=O)(=O)[O-])cc1,343.15,2.535,380.554
Cn1cc[n+](CCCc2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.15,2.507,481.44
Cn1cc[n+](CCCc2ccccc2)c1,F[P-](F)(F)(F)(F)F,Cn1cc[n+](CCCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,325.15,2.512,346.255
CCCCOCn1cc[n+](COCCCC)c1,F[P-](F)(F)(F)(F)F,CCCCOCn1cc[n+](COCCCC)c1.F[P-](F)(F)(F)(F)F,330.15,2.519,386.317
CCCCCCCC[n+]1ccn(CCC)c1,F[P-](F)(F)(F)(F)F,CCCCCCCC[n+]1ccn(CCC)c1.F[P-](F)(F)(F)(F)F,243.15,2.386,368.346
CCCCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],311.15,2.493,258.837
CCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,358.15,2.554,1086.596
CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,271.15,2.433,503.531
CCCCCCCCCC[n+]1ccn(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCCCCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,352.15,2.547,394.581
CCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,305.15,2.485,368.346
CCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,294.15,2.469,324.215
CCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],370.15,2.568,286.891
CCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],268.15,2.428,331.342
CCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,307.15,2.487,338.242
CCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.15,2.463,531.585
CCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,313.15,2.496,400.507
